"Data Source","World Development Indicators",

"Last Updated Date","2021-09-15",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Eswatini","SWZ","Expenditure on tertiary education (% of government expenditure on education)","SE.XPD.TERT.ZS","","","","","","","","","","","","","","","","","24.6622","24.10141","30.64074","12.51923","8.60361","11.15109","8.84153","","","","","20.03258","20.73563","26.23359","21.7413","","","","33.44841","28.85429","28.56941","","","32.07311","36.75576","22.54109","22.44396","25.51797","26.63646","23.94046","21.31296","","21.55277","21.82487","16.56769","12.83894","","","13.33282","","","","","","",
"Sint Maarten (Dutch part)","SXM","Expenditure on tertiary education (% of government expenditure on education)","SE.XPD.TERT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","Expenditure on tertiary education (% of government expenditure on education)","SE.XPD.TERT.ZS","","","","","","","","","","","0","0","0","","0","0","0","","","","","","","","0","0","0","","0","0","","","","","7.45673","10.72748","12.95811","","8.08032","","","","17.44107","","","","17.89537","","","","","","1.69234","1.35168","1.12681","","21.63562","","","","",
"Syrian Arab Republic","SYR","Expenditure on tertiary education (% of government expenditure on education)","SE.XPD.TERT.ZS","","","","","","","","","","","","","19.74472","22.1235","","19.85286","37.4881","32.55381","27.50068","27.35454","26.30541","26.04654","23.30029","","27.83678","28.02524","23.83763","21.85545","24.57117","20.79032","","","","","","","22.50215","","","","","19.8567","20.99096","22.30566","24.82162","","19.84422","21.33539","24.94433","24.22278","","","","","","","","","","","",
"Turks and Caicos Islands","TCA","Expenditure on tertiary education (% of government expenditure on education)","SE.XPD.TERT.ZS","","","","","","","","","","","","","","","","0","0","","","","","0.98232","","","","","","","","","","","","","","","","","","1.09569","","15.31445","22.92085","37.23388","","","","","","","","","","","","22.42435","","","24.43859","","",
"Chad","TCD","Expenditure on tertiary education (% of government expenditure on education)","SE.XPD.TERT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.90719","16.58222","","","","","","17.58674","18.73033","","","","12.37664","19.75874","16.28402","30.25849","31.70084","","","","","","","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Expenditure on tertiary education (% of government expenditure on education)","SE.XPD.TERT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.76498","21.736755","18.62703","","","","","","","","","","","","12.90295","15.267035","17.426945","15.73127","15.28114","","","","","","","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Expenditure on tertiary education (% of government expenditure on education)","SE.XPD.TERT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.085255","","20.524105","","18.860415","19.259575","19.022795","18.85064","17.1275","17.735115","17.87294","","","","17.08263","","","","",
"Togo","TGO","Expenditure on tertiary education (% of government expenditure on education)","SE.XPD.TERT.ZS","","","","","","","","","","","6.53689","","","","","","","","","24.77841","","27.87083","","","25.68592","","","26.53303","","","","","32.88113","","","","23.25413","","21.78398","21.99061","17.38879","","","","","","","21.43496","20.10267","14.44607","16.73141","16.02238","18.3499","22.20916","21.68921","17.32638","17.9328","17.74125","","","",
"Thailand","THA","Expenditure on tertiary education (% of government expenditure on education)","SE.XPD.TERT.ZS","","","","","","","","","","","","15.72187","15.62063","13.14379","12.71704","12.13542","13.22216","12.77063","","12.20616","13.77787","21.98276","14.69339","16.52201","17.04429","","12.37452","13.06076","12.75729","13.36776","","18.32085","20.18605","","20.06257","21.52168","26.36125","21.32208","24.11521","","20.30363","21.68781","","","20.61293","21.68546","23.7406","","21.176","19.31806","16.50964","14.91674","14.41514","15.55332","","","","","","","",
"Tajikistan","TJK","Expenditure on tertiary education (% of government expenditure on education)","SE.XPD.TERT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.56857","","10.61026","7.52142","","","","","","12.0546","7.7825","5.35162","7.38621","6.52913","7.53539","14.24787","11.98067","10.07537","8.3976","11.18098","","","9.94552","","","","","",
"Turkmenistan","TKM","Expenditure on tertiary education (% of government expenditure on education)","SE.XPD.TERT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.22805","","","","","","","","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Expenditure on tertiary education (% of government expenditure on education)","SE.XPD.TERT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.16301","","","","","","","18.81469","","17.39438","","","16.960735","","18.98625","19.6634","19.84049","19.46464","18.54565","19.83922","20.958645","21.091","","","","",
"Timor-Leste","TLS","Expenditure on tertiary education (% of government expenditure on education)","SE.XPD.TERT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.13707","10.43287","19.79091","14.2412","3.924","4.11131","","","","","","",
"Middle East & North Africa (IDA & IBRD countries)","TMN","Expenditure on tertiary education (% of government expenditure on education)","SE.XPD.TERT.ZS","","","","","","","","","","","","","","","","","","29.9504","","","25.703755","","22.03532","","","","","","","21.55531","","","","","","","24.33294","","","","","","","","","","","","","","","","","","","","","","","","",
"Tonga","TON","Expenditure on tertiary education (% of government expenditure on education)","SE.XPD.TERT.ZS","","","","","","","","","","","","","0.9539","","","","","","","","","","","","5.07868","","","","","","","","","","","","","","0","","","","","","21.71697","","","","","","","","","","","","","","","","",
"South Asia (IDA & IBRD)","TSA","Expenditure on tertiary education (% of government expenditure on education)","SE.XPD.TERT.ZS","","","","","","","","","","","","","","18.1841","","17.08569","","","","20.701905","20.22869","16.93226","18.167065","18.92831","20.46594","17.30815","18.1811","19.2426","","","16.46105","12.4171","","","","","","","","17.54497","18.82241","","","10.28111","","","","","","15.84816","14.587105","11.76926","14.73352","21.12484","16.28867","17.668285","22.20075","","","","",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Expenditure on tertiary education (% of government expenditure on education)","SE.XPD.TERT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.869785","","19.69888","16.02238","18.3499","20.227775","21.02246","","","","","","",
"Trinidad and Tobago","TTO","Expenditure on tertiary education (% of government expenditure on education)","SE.XPD.TERT.ZS","","","","","","","","","","","","","","","","","","","","","17.42412","","11.99649","20.95113","21.51176","17.85394","","","","12.40807","11.50732","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tunisia","TUN","Expenditure on tertiary education (% of government expenditure on education)","SE.XPD.TERT.ZS","","","","","","","","","","","","","","","","","","","","","25.1021","23.10769","20.77035","20.7384","20.17942","19.68395","18.17836","","","","20.66812","22.27984","21.22525","21.72327","21.09059","21.6716","21.47246","18.28724","","21.53278","21.65496","22.05146","22.78215","24.41378","26.63196","24.13942","24.25454","24.59128","24.99928","27.02453","28.17329","","28.12726","","","23.93817","","","","","",
"Turkey","TUR","Expenditure on tertiary education (% of government expenditure on education)","SE.XPD.TERT.ZS","","","","","","","","","","","","","","","","","","","19.10145","12.95043","","31.30274","28.01306","26.20525","26.4773","26.65639","23.0026","","","","","","","25.18176","36.2577","34.7013","","","","27.89706","30.91114","32.16322","33.77179","32.44209","27.89069","","31.89635","","","","","","","","","","","","","","",
"Tuvalu","TUV","Expenditure on tertiary education (% of government expenditure on education)","SE.XPD.TERT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tanzania","TZA","Expenditure on tertiary education (% of government expenditure on education)","SE.XPD.TERT.ZS","","","","","","","","","","","","13.0344","12.68382","11.45005","15.98133","","","","","","25.46615","","","","","","","","","13.16829","17.57196","","","","","","","","","","","","","","18.6881","21.67976","24.23784","25.82277","29.85023","33.77568","28.29679","","","","21.39933","","","","","","",
"Uganda","UGA","Expenditure on tertiary education (% of government expenditure on education)","SE.XPD.TERT.ZS","","","","","","","","","","","","23.17159","","25.05605","28.3115","22.54323","21.53413","","","","","","17.74673","17.38717","21.75112","14.1994","","","13.48465","","","","","","","","","","","","","","","","11.86568","","","","","","13.30047","10.56436","13.7023","16.15545","16.29501","","","","","","",
"Ukraine","UKR","Expenditure on tertiary education (% of government expenditure on education)","SE.XPD.TERT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.77267","","","32.25602","31.87787","33.96365","30.8986","31.73469","29.47957","30.49106","30.07421","31.53146","32.39608","","34.40325","32.41283","31.86929","31.51813","","30.4587","24.99049","","","",
"Upper middle income","UMC","Expenditure on tertiary education (% of government expenditure on education)","SE.XPD.TERT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17.49278","","18.800305","","17.75414","19.14574","16.785205","19.455895","18.477905","18.17431","19.1708","","","","19.09854","","","","",
"Uruguay","URY","Expenditure on tertiary education (% of government expenditure on education)","SE.XPD.TERT.ZS","","","","","","","","","","","","","","","","","","","","20.82412","17.78881","","","","21.52922","23.20469","25.6589","","","","","25.9211","25.82397","","26.66829","25.96812","19.47496","","","","20.47811","21.06631","21.47357","25.9395","24.29814","21.83285","22.00231","","","","","26.83334","","","","","25.11407","24.79632","","","",
"United States","USA","Expenditure on tertiary education (% of government expenditure on education)","SE.XPD.TERT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.22716","27.50228","","","","","","",
"Uzbekistan","UZB","Expenditure on tertiary education (% of government expenditure on education)","SE.XPD.TERT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Vincent and the Grenadines","VCT","Expenditure on tertiary education (% of government expenditure on education)","SE.XPD.TERT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.70627","","5.72991","","5.41548","7.01034","","","","","","","","","","",
"Venezuela, RB","VEN","Expenditure on tertiary education (% of government expenditure on education)","SE.XPD.TERT.ZS","","","","","","","","","","","28.75716","25.96124","27.22352","","35.73565","37.49159","","37.07275","","","40.67392","40.79597","45.04788","43.60716","45.50045","","","40.11041","37.5706","","41.84016","","30.29731","35.08676","34.73089","","","","","","","","","","","","47.32643","43.48734","","22.5991","","","","","","","","","","","",
"British Virgin Islands","VGB","Expenditure on tertiary education (% of government expenditure on education)","SE.XPD.TERT.ZS","","","","","","","","","","","1.4658","3.90625","","7.80886","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.8355","","","","34.23076","34.65842","33.11331","","","","","","","","22.11944","","35.07155","","","",
"Virgin Islands (U.S.)","VIR","Expenditure on tertiary education (% of government expenditure on education)","SE.XPD.TERT.ZS","","","","","","","","","","","","26.0063","13.79884","14.45672","18.77045","12.37718","16.29082","20.43087","10.99628","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Vietnam","VNM","Expenditure on tertiary education (% of government expenditure on education)","SE.XPD.TERT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.16482","13.64026","14.48051","15.73494","14.82523","15.00896","","","","","","","",
"Vanuatu","VUT","Expenditure on tertiary education (% of government expenditure on education)","SE.XPD.TERT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.38713","","","","6.55304","6.78098","7.38561","10.46452","","","","","","","5.85659","","","","","","","","","","","","",
"World","WLD","Expenditure on tertiary education (% of government expenditure on education)","SE.XPD.TERT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.86558","20.18324","20.11094","20.47037","19.692405","21.61507","","","","","","","",
"Samoa","WSM","Expenditure on tertiary education (% of government expenditure on education)","SE.XPD.TERT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.27053","36.39634","33.21909","","","","","","","","","","","","","","","9.18175","","","","",
"Kosovo","XKX","Expenditure on tertiary education (% of government expenditure on education)","SE.XPD.TERT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Yemen, Rep.","YEM","Expenditure on tertiary education (% of government expenditure on education)","SE.XPD.TERT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"South Africa","ZAF","Expenditure on tertiary education (% of government expenditure on education)","SE.XPD.TERT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.41817","25.31181","26.32381","26.51544","23.97831","","15.5893","16.61957","","17.06743","","","15.24196","14.54785","14.51083","14.64847","14.11076","13.32329","15.05485","12.84803","13.09539","13.00968","12.53358","11.87729","11.70836","11.91283","12.40889","12.18509","12.54746","","14.36148","15.25153","","",
"Zambia","ZMB","Expenditure on tertiary education (% of government expenditure on education)","SE.XPD.TERT.ZS","","","","","","","","","","","14.18226","18.30647","14.76643","15.43898","14.23005","16.06815","17.23334","17.58817","17.99438","21.70023","18.69236","18.71473","18.05561","13.05641","11.34211","17.33347","19.15257","15.05165","","","","20.84587","24.7041","28.78335","20.80363","22.06442","","","","","19.41007","","","","18.04966","25.75265","","","","","","","","","","11.83535","12.33514","8.91604","","","",
"Zimbabwe","ZWE","Expenditure on tertiary education (% of government expenditure on education)","SE.XPD.TERT.ZS","","","","","","","","","","","","","","","","","","","","11.82297","10.25553","8.75204","","6.24612","7.95475","3.38927","","8.95671","9.66354","10.36307","0","","13.37501","","17.35395","","","","","","","","","","","","","","","","22.81501","","19.69693","18.97826","16.83207","","","","","","",
